timestamp,raw_signal,confirmed_signal,confirmation_count,next_required,action_taken,rejection_reason
2026-08-20 10:57:09,CALL,NO_TRADE,42,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 10:58:41,CALL,NO_TRADE,1,PUT,TRADE_OPENED,
2026-08-20 13:47:55,CALL,NO_TRADE,1,PUT,TRADE_OPENED,
2026-08-20 13:51:47,CALL,NO_TRADE,1,PUT,TRADE_OPENED,
2026-08-20 14:24:29,CALL,NO_TRADE,1,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:24:30,CALL,NO_TRADE,2,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:24:31,CALL,NO_TRADE,3,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:24:33,CALL,NO_TRADE,4,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:24:34,CALL,NO_TRADE,5,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:24:35,CALL,NO_TRADE,6,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:24:36,CALL,NO_TRADE,7,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:24:38,CALL,NO_TRADE,8,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:24:39,CALL,NO_TRADE,9,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:24:40,CALL,NO_TRADE,10,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:24:41,CALL,NO_TRADE,11,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:24:43,CALL,NO_TRADE,12,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:24:44,CALL,NO_TRADE,13,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:24:45,CALL,NO_TRADE,14,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:24:46,CALL,NO_TRADE,15,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:24:48,CALL,NO_TRADE,16,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:24:49,CALL,NO_TRADE,17,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:29:22,CALL,NO_TRADE,1,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:29:27,CALL,NO_TRADE,1,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:29:28,CALL,NO_TRADE,2,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:29:30,CALL,NO_TRADE,3,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:29:31,CALL,NO_TRADE,4,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:29:32,CALL,NO_TRADE,5,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:29:33,CALL,NO_TRADE,6,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:29:34,CALL,NO_TRADE,7,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:29:36,CALL,NO_TRADE,8,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:29:37,CALL,NO_TRADE,9,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:29:39,CALL,NO_TRADE,10,PUT,SIGNAL_REJECTED,Signal 'CALL' rejected: waiting for 'PUT'
2026-08-20 14:31:16,CALL,NO_TRADE,1,PUT,TRADE_OPENED,
